drug	disease	label
DB00651	C0015967	0
DB01106	C0020507	0
melevodopa	C0013144	0
DB09074	C0162834	0
DB00860	C0004096	1
DB00904	C0027497	1
DB00593	C0079773	0
DB01628	C0268070	0
DB00654	C1956346	0
DB00281	C0031190	0
DB01589	C0020538	0
DB01619	C2239176	0
dabigatran	C0149871	1
DB08880	C0005283	0
DB01351	C0038220	1
DB05266	C0041948	0
DB00367	C0015371	0
DB12248	C0032285	0
DB09292	C1956346	0
DB01282	C0032897	1
DB11131	C0020459	0
DB01229	C0036572	0
DB00115	C1394891	1
DB01022	C0029456	1
DB00443	C0405580	1
DB01195	C0023448	0
DB06626	C0007134	1
DB06718	C0542346	0
DB04216	C0020635	0
DB01121	C0342881	0
DB06717	C0027497	1
DB00685	C0037199	1
DB01271	C0023449	0
DB00654	C0017601	1
DB00587	C0003811	1
DB06151	C0010674	1
DB00544	C0678222	1
DB00610	C0154143	0
DB06674	C0003873	1
DB01246	C0162820	1
DB00065	C0003873	1
DB00117	C0020461	0
hydrocortisone-phosphate	C0004096	1
DB06736	C2239176	0
DB11742	C1837475	0
DB00069	C0037286	1
chlormadinone-acetate	C0002453	1
DB01297	C0035854	0
DB01059	C0014836	1
DB00107	C0029396	0
DB09167	C0342543	0
DB00310	C0018802	1
DB12319	C0022548	0
DB00563	C0024121	1
DB00755	C0870082	1
DB00424	C0282488	1
DB00252	C0494475	1
DB00549	C0022951	0
DB02300	C0011581	0
DB00524	C0018802	1
DB00322	C0017563	0
DB00783	C0020615	0
DB01110	C0014356	1
DB01179	C0220756	0
DB00434	C1527304	1
DB00542	C0042024	0
DB01032	C0003868	1
DB09555	C0013144	0
DB01197	C0011881	1
DB01435	C0745103	0
DB00775	C0007095	0
DB00034	C0029396	0
DB11656	C0009375	0
DB12833	C0013338	0
DB06412	C0025149	0
DB01410	C0018621	1
DB01188	C0040261	1
DB00608	C0024141	1
arsenic-trioxide	C0235974	0
DB00777	C0020517	0
DB00915	C0015371	1
DB06176	C0018213	0
DB00212	C0020626	0
DB00768	C0018621	1
dexamethasone-sodium-phosphate	C0014335	1
azelaic-acid	C0494475	0
DB00877	C0079774	0
DB08869	C0311277	1
DB01041	C0085682	0
DB00713	C0037199	1
DB01435	C0085413	0
DB00719	C0017181	0
DB00100	C0027497	0
DB00443	C0027726	1
DB01203	C0010930	0
DB00388	C0035455	1
DB00860	C0022073	1
DB00692	C0085096	1
DB01234	C0001403	1
DB02925	C0038358	0
DB01234	C0011606	1
DB00200	C0751122	0
DB00325	C0020555	0
DB00051	C0003872	1
DB00255	C0376358	1
DB08935	C0020615	0
DB00554	C0003873	1
DB01222	C0010346	1
DB00979	C0034012	0
DB00720	C0020502	1
DB00031	C0085413	0
DB08818	C0017601	1
DB00871	C0004096	1
DB09035	C0018681	0
DB00034	C0025202	1
DB00988	C0040822	1
DB00987	C0023473	1
DB11712	C0002871	0
DB00706	C0220756	0
DB00775	C0021308	0
DB01142	C0033774	1
DB08880	C0026769	1
DB00008	C0020473	0
DB00159	C0238462	0
DB00572	C0018790	1
DB00254	C0008149	1
DB00571	C0038356	0
DB09204	C0040822	1
DB11560	C0271568	0
DB00927	C0017168	1
DB00589	C0149931	1
DB00420	C2607914	1
DB00794	C0238111	1
DB00575	C0017601	1
DB08875	C0038362	0
DB00798	C0011881	0
DB00987	C0023434	1
DB00821	C0025874	0
DB00903	C0035078	1
prednisolone-sodium-phosphate	C0003872	1
DB00754	C0014549	1
camostat-mesilate	C0030305	1
DB01185	C0751435	0
DB01212	C0031154	1
DB00424	C1621958	0
DB11629	C0013274	0
bucladesine	C0281361	0
DB01182	C0235480	1
DB00626	C0021670	0
DB00440	C0001618	0
DB01138	C0018099	1
DB06401	C0085610	0
DB00031	C0456909	0
DB09371	C2242472	0
DB02546	C1408258	0
DB01365	C0020649	1
DB00397	C0017601	0
DB00570	C0019829	1
DB06196	C0017160	0
DB01291	C0040479	0
DB09235	C0020538	1
DB01210	C0017612	1
DB00060	C1540912	1
DB08604	C0018213	0
DB00377	C0039590	0
DB09270	C0040046	0
DB06791	C0042963	0
DB01426	C0024790	0
DB00691	C0020538	1
DB01200	C0019112	0
DB08867	C0018790	0
DB08894	C0002871	1
DB00877	C0271623	0
DB06212	C0020625	1
ufenamate	C0003873	0
DB00905	C0017601	1
DB01074	C0021603	0
DB01225	C0936215	0
DB00304	C0020456	0
DB08835	C0847614	1
DB09085	C0033774	1
DB01032	C0042880	0
DB00806	C0040053	1
DB08814	C0027051	1
DB00376	C0014038	0
DB01306	C2748055	1
DB00338	C0013295	1
DB00500	C0007642	0
DB00978	C0546817	0
DB01149	C1269683	1
DB00966	C0020545	0
DB01074	C0268596	0
desmopressin-acetate	C0687720	1
DB08806	C0030920	1
DB00650	C0029463	1
DB04938	C0017636	0
DB00403	C0027796	0
DB00462	C0030920	1
DB01013	C0001430	0
DB00146	C0011581	0
DB01277	C1837475	1
DB00844	C0030193	1
DB00290	C0019829	1
DB00620	C0036508	1
DB00636	C0032460	0
DB06228	C0042487	0
DB09123	C0014175	1
L-Citrulline	C0013338	0
DB00130	C0221023	0
DB00641	C1336708	0
DB00514	C0016470	0
DB00674	C0002395	1
DB00673	C0020649	0
DB00548	C1961099	0
DB00436	C0020538	1
DB01283	C0409959	1
DB00200	C0024523	1
DB01073	C0020619	0
DB05265	C0030920	1
DB00316	C0149931	1
DB01483	C0033117	0
DB01698	C0001122	0
DB00626	C0079773	0
DB00858	C0039483	0
DB01014	C0009324	1
DB01009	C0013390	1
DB00191	C0028754	1
DB00234	C0019080	0
DB06439	C0220756	0
DB08871	C0023827	1
DB01349	C0038160	0
DB00445	C0678222	1
DB00674	C0007194	0
DB00621	C0024115	0
DB00093	C0024301	0
DB01380	C0036508	1
DB00402	C0917801	1
DB01202	C0234974	1
DB01303	C0004096	1
DB00758	C0004153	1
DB00663	C0011616	1
DB01241	C0001883	0
DB09143	C0026650	0
DB01012	C0020437	1
DB01079	C0751967	0
DB00736	C0007785	0
DB06401	C0022650	0
DB00775	C0042035	0
DB04866	C0338908	0
DB00635	C0079773	1
DB06605	C0040053	1
DB00862	C3495559	0
DB01084	C0042109	1
DB00186	C2937421	0
DB06151	C0002726	1
DB00628	C0017612	0
DB01243	C0036508	1
DB00568	C0276226	0
DB00587	C0004096	1
DB01107	C0917801	1
DB00956	C0010200	1
DB00206	C0020626	0
DB01217	C0026987	0
DB00861	C0030193	1
DB00070	C0042133	0
DB00227	C0856727	0
DB02638	C0020649	1
DB00863	C0018834	1
DB00539	C0002726	0
DB05521	C0025500	0
DB02638	C0001403	0
DB00067	C0042510	1
DB01053	C0032285	1
DB00984	C0878787	1
DB00754	C0022661	0
DB08604	C0020473	1
DB00022	C0037286	1
DB00016	C0428974	0
dabigatran	C0034065	1
DB06766	C0020542	0
DB00635	C0036830	1
DB00846	C4083212	0
DB00231	C0021603	1
DB00211	C0015456	0
DB00564	C0014544	1
DB11712	C0003469	0
DB08985	C0008325	0
DB06714	C0015967	1
DB00960	C0042514	1
DB00127	C0020557	0
DB00725	C0342881	0
DB00533	C0007785	0
DB01380	C0005138	1
DB00482	C0032580	1
DB00661	C0428974	0
DB00441	C1140680	1
DB00727	C0022876	1
DB00244	C0948896	0
DB00100	C0270846	0
quinaprilat	C0014742	0
DB00250	C0029191	0
DB03128	C0007194	0
DB00013	C0398650	0
DB08896	C0039621	0
DB09054	C0023434	1
DB00643	C0011848	0
DB01035	C0023448	0
DB01129	C0013295	1
DB01107	C0016412	0
DB00678	C0003811	1
DB00929	C0013295	1
DB00472	C0001206	0
DB06401	C0013274	0
DB00542	C0010072	0
DB11571	C0003492	0
DB01182	C0002726	0
DB00903	C0085605	1
DB00279	C0007117	0
DB13689	C0033860	1
DB00034	C0028754	0
DB00557	C0022568	0
DB06193	C0032460	0
DB00072	C1458155	1
DB00703	C0013595	0
DB00493	C0025294	1
DB01059	C0034186	1
DB01242	C0027404	1
DB09059	C0342527	0
DB01194	C0028840	1
DB00691	C0276535	0
DB06800	C0017601	0
DB00215	C0011882	1
DB00316	C0003862	1
DB08839	C0001623	0
DB00047	C0011854	1
DB00670	C0175683	0
DB00472	C0034734	0
DB09109	C0019069	1
DB00865	C0022876	0
DB09074	C0029456	0
DB00959	C0024305	1
DB06694	C0002171	0
DB00999	C0027726	1
DB01576	C0040479	0
DB01209	C0030193	1
DB00631	C0012739	0
DB01003	C0037299	0
DB00912	C0011849	1
DB00401	C0005694	0
DB01295	C0003811	1
DB00600	C0037036	0
DB09280	C0010674	1
DB00648	C0206686	1
DB01144	C0017605	1
DB00927	C0041582	1
DB00100	C0020640	1
DB00277	C0746102	1
DB09064	C0020473	1
DB00233	C0009324	1
DB00988	C0035078	1
DB00379	C0003811	1
DB00033	C0025202	1
DB00187	C0039240	1
DB01401	C0003962	0
DB00936	C0003862	1
sodium-salicylate	C0015967	1
DB00262	C0024121	1
DB00443	C0011606	1
DB01005	C0007134	1
DB00192	C0003811	1
DB06335	C0020456	1
DB01162	C2937421	1
DB00575	C0751865	1
DB00584	C0013604	1
DB00725	C0030920	1
DB01035	C0004238	1
DB00543	C0036983	0
DB09036	C0017531	1
DB06203	C0011860	1
DB00511	C0040034	0
DB11619	C0040147	0
DB00748	C0004096	0
DB09053	C0334634	1
DB08800	C0004096	1
DB00491	C0007785	0
DB09332	C0022354	1
DB00277	C0428977	1
DB01577	C0027404	1
DB01220	C0220994	1
DB09290	C0010200	0
DB00600	C0042900	1
DB00860	C0014742	1
DB00193	C0031154	0
DB12023	C0040147	0
DB01197	C0085580	1
DB11635	C0020179	0
DB01618	C0019087	0
DB08802	C0040156	0
bifemelane	C0456909	0
DB00187	C0021603	0
DB01623	C0238462	0
DB00762	C0030297	1
DB00605	C0020507	0
DB00073	C0003873	1
DB09118	C0014550	1
DB00570	C0451641	0
DB00068	C0007134	1
DB01279	C0005587	0
desoxycorticosterone-pivalate	C0018273	0
DB00451	C0020473	1
DB00434	C0033774	1
DB01410	C2607914	1
DB00777	C0268543	0
DB12947	C0022660	0
DB00725	C0013295	1
DB00990	C0015469	0
DB00009	C0027051	1
DB00284	C0017668	0
DB05039	C0024117	1
DB00505	C0002965	0
DB01349	C0020538	1
DB08922	C0036220	0
DB08880	C0003873	1
DB00620	C0005138	1
DB00637	C0035455	1
DB00189	C0917801	1
DB04890	C0020517	1
DB06674	C0020545	0
DB00697	C0037763	1
DB00458	C0011581	1
quinaprilat	C0014550	0
DB00951	C0041296	1
DB01168	C0011991	0
DB09006	C0002726	0
DB01071	C0017531	0
DB00839	C0017531	0
DB00915	C0013386	1
DB00009	C0004775	0
DB04865	C0020557	0
DB00325	C0020625	0
DB00674	C0038358	0
DB00015	C0034065	1
DB00773	C0019618	1
DB00213	C0031046	0
DB01064	C0018021	0
DB00432	C0010054	0
DB06176	C0027796	0
DB00959	C0026948	1
DB01046	C0151636	0
DB08885	C0007134	0
DB00839	C0020456	1
DB00368	C0036983	1
DB00999	C0041582	0
DB11085	C0033860	1
DB01216	C0311375	0
DB00501	C0018834	1
aminopentamide	C0027497	1
DB01068	C0013144	0
DB00443	C2607914	1
DB00083	C0022660	0
DB00170	C0009324	1
DB00761	C0029927	0
DB01119	C0021670	1
DB00521	C0017612	1
DB00860	C0003872	1
DB00034	C0007134	1
DB06168	C0031069	1
DB00562	C0027726	1
DB00481	C0029456	1
DB00783	C0018213	0
DB06193	C0018213	0
DB00906	C0034186	0
DB00918	C0149931	1
DB08889	C0007117	0
DB01076	C0002962	1
DB06209	C0038454	1
DB03904	C0036508	1
DB01012	C0020503	1
DB00446	C0013390	0
azelaic-acid	C0035854	1
DB00747	C0042963	1
DB06335	C0011860	1
DB01579	C0948089	0
DB01408	C0022876	1
DB01407	C0004096	1
DB06626	C0004364	0
DB00459	C0259817	0
DB00991	C0020757	0
DB00696	C0022665	0
DB00207	C0702166	1
DB00574	C0011603	0
DB04838	C0003850	1
DB01056	C0033806	0
DB00492	C0020598	0
ufenamate	C0027121	0
DB00300	C0004352	0
DB01075	C3463824	0
DB00535	C0424489	0
DB00371	C0036421	0
DB01558	C0236663	1
DB00537	C0029443	1
DB00039	C0162568	0
DB01098	C0242339	1
DB01029	C0024301	0
DB00748	C0206682	0
DB06285	C0006142	0
DB01060	C0037199	1
5-hydroxytryptophan	C0002894	0
DB01193	C0014549	0
DB00858	C0042164	1
DB01698	C0033581	0
DB00387	C0009375	0
DB01173	C0029442	0
DB00443	C0033860	1
fluphenazine-decanoate	C0003962	0
DB00637	C0035457	1
DB00682	C0011334	0
DB11995	C0036572	0
DB06691	C0343065	1
DB00981	C0009375	0
DB00978	C0149725	1
DB01198	C0020598	0
DB06616	C0005699	1
DB01035	C0003811	1
penfluridol	C0034734	0
taltirelin	C0036202	0
DB01708	C0001623	1
DB00603	C0014175	1
DB12319	C0018099	1
DB09302	C0033581	0
DB01094	C0020473	1
DB00983	C0687720	0
DB00836	C0014356	1
DB01060	C0013295	1
DB00356	C0026838	1
DB01015	C0014743	0
DB04837	C0027424	1
DB13943	C0029191	1
DB00987	C0024299	1
DB01165	C0015967	1
DB00075	C0002895	0
DB00290	C0024305	1
DB00511	C0032768	0
DB00436	C0036421	0
DB00009	C0018916	0
DB04866	C0011644	1
DB06271	C0023479	0
DB01285	C0037769	1
DB00571	C0007194	1
DB00475	C0007820	0
DB00093	C0022116	1
DB00531	C0027819	1
DB09033	C0542346	0
DB00675	C0034013	1
DB01085	C0027430	0
DB00493	C0031117	0
DB05271	C1168401	0
DB01158	C0085612	1
DB00372	C0178416	0
DB00517	C0030920	1
DB01380	C0002994	1
DB00498	C0398623	1
DB09079	C1800706	1
DB00046	C2748055	1
clebopride	C0036572	0
DB01237	C0021603	1
DB08810	C0220989	0
DB08868	C0751967	1
DB01121	C0085610	0
DB01193	C0003864	0
DB00093	C0751435	0
DB01197	C0011849	1
DB00034	C0037286	1
DB00777	C0023434	0
DB01237	C0035457	1
DB06202	C0270736	0
DB00008	C0026948	1
DB01244	C0003811	1
DB00218	C0008677	1
DB01129	C0017168	1
DB00214	C0702166	0
DB00881	C0018802	1
DB00682	C0035220	0
DB01148	C0013595	0
DB00029	C0040053	1
DB00273	C1142132	0
DB01353	C0917801	1
DB00988	C0242422	1
DB00727	C1956346	1
DB01109	C0020476	0
DB08868	C0020626	0
DB00159	C0010674	1
DB00043	C0013182	0
DB01410	C0004096	1
DB01102	C1384600	0
DB00136	C0020502	1
DB01022	C0018133	0
DB00584	C0020545	1
DB01216	C4083212	1
DB09036	C0007117	0
DB00170	C0003873	1
DB00396	C0021359	1
DB01234	C0024141	1
DB00623	C0036341	1
DB00588	C0041948	0
DB09126	C0021361	1
DB01231	C0017612	0
DB00541	C0020598	0
DB00531	C0024419	1
DB05039	C0011616	0
DB00688	C0033860	1
DB00342	C0018621	1
DB00784	C0029408	1
DB12153	C0039685	0
DB01396	C0004239	1
DB00606	C0005424	0
DB00741	C0026769	1
DB00328	C0013274	1
DB00413	C0030567	1
DB01589	C0917801	1
DB00703	C0017612	1
DB00213	C0027662	1
DB00531	C0220756	0
DB01168	C0025202	1
DB00564	C0043515	0
DB01427	C0039685	0
DB00860	C0002880	1
DB01628	C0029408	1
DB00443	C0079773	1
DB01234	C0010043	1
DB00635	C0023449	1
DB01185	C0151721	1
ipragliflozin-l-proline	C0023443	0
DB08808	C0003811	1
DB06196	C0019243	1
DB01157	C0027497	0
DB00920	C1134719	0
DB00720	C0020437	1
DB00317	C0007131	1
DB01063	C0025289	0
DB00195	C0023448	0
DB00984	C0079731	0
DB13943	C0242488	0
fluocinolone-acetonide	C0020542	0
DB00724	C0017638	0
DB00940	C0038358	1
DB00475	C0149821	1
DB00818	C0022661	0
DB00620	C0015397	1
DB06153	C0376545	0
DB00623	C0033975	1
DB00758	C1704436	1
DB04898	C0040261	0
DB06766	C0233315	0
DB08801	C0020517	1
DB00869	C0017612	1
DB00515	C0004114	1
DB05578	C0206682	0
DB09014	C0005424	0
DB00982	C0010692	0
DB12153	C0002395	1
DB00041	C0007134	1
DB01170	C0042875	0
DB00451	C0010308	1
DB01279	C0031069	0
DB00501	C1134719	0
phosphatidylcholine	C0085669	0
DB01050	C0003873	1
DB05676	C0001403	0
DB00544	C0030297	1
DB00624	C0271623	1
DB00034	C0009404	1
DB00471	C0035457	1
DB00977	C0020619	1
DB00008	C0009404	1
DB00682	C0004364	0
DB00920	C0847614	1
DB01142	C0003467	1
DB01619	C0920350	0
DB00997	C0027819	1
DB00624	C0948896	1
DB06401	C0037036	0
DB00335	C0235974	0
DB00741	C0003873	1
DB01138	C0003868	1
etofylline	C0002895	0
DB06218	C0027662	0
DB00916	C0018794	0
DB00861	C1336708	0
DB01352	C0702166	0
DB01324	C0018802	1
DB00570	C2239176	0
DB00041	C0024305	1
DB00842	C0001957	1
DB00976	C0836924	0
DB00747	C0030920	1
DB00451	C0035457	0
DB00295	C0036980	0
DB00204	C0022665	0
DB01364	C0035455	1
DB00242	C0038363	0
DB00928	C3463824	1
DB00636	C0040517	0
ftorafur	C0040053	0
DB00091	C0022575	1
bendazac	C0032460	0
DB00176	C0036690	0
carazolol	C0027051	1
DB06271	C0007102	0
DB00364	C0001403	0
DB01271	C0002792	0
DB01165	C0010692	1
DB00963	C0156404	0
DB09555	C0018621	1
DB01200	C0020619	1
DB00959	C0023052	1
DB00421	C0003962	1
DB00605	C0018099	1
revaprazan	C0027686	0
DB11629	C0020473	1
DB00496	C0042024	1
DB00575	C0013390	1
DB00322	C0152020	0
DB00013	C0027051	1
picotamide	C0034150	0
DB00441	C0887833	1
DB01011	C0010481	1
DB00981	C0152020	1
DB00344	C0021141	0
DB01625	C0014038	0
DB11632	C0011884	0
DB00918	C0040147	0
DB09289	C0020445	0
DB00562	C0013144	0
DB00959	C0040147	1
DB00322	C1527249	1
DB01165	C2242472	1
DB00356	C0004239	0
DB05332	C0019080	1
DB05630	C0035229	0
DB00912	C0000744	0
DB00444	C0029134	0
DB08604	C0023869	0
DB01349	C0020615	0
DB00036	C0542346	0
DB01275	C0019069	0
DB11324	C0003873	1
DB04899	C0013405	1
DB01619	C2607914	1
DB09016	C0019829	0
DB00311	C0751362	0
meldonium	C0004096	0
DB00105	C0023443	1
DB00792	C0002395	0
DB00873	C0042164	1
DB00988	C0036690	1
DB08806	C0004239	0
DB01176	C2607914	1
DB13919	C0018802	1
DB09010	C1527249	1
DB00860	C0001627	1
testosterone-undecanoate	C0005684	0
DB01239	C0036341	1
DB13217	C0003862	1
DB01078	C0003811	1
DB09166	C0041296	0
DB00683	C0038220	1
DB00317	C0035854	0
DB01240	C0027424	1
DB01083	C0032000	0
DB00630	C0007131	0
phosphatidylcholine	C0013595	1
DB01215	C0021603	1
DB00852	C0035455	1
DB06707	C0156404	0
DB01611	C0037763	0
DB00222	C0003811	1
DB00420	C0023449	0
DB06756	C0034069	0
5-hydroxytryptophan	C0342881	0
DB00068	C0026764	1
DB00748	C0033774	1
DB00387	C0015371	1
DB00302	C0013720	0
DB00666	C0021361	1
DB09079	C0030590	0
DB00533	C0003873	1
DB01022	C0028768	0
DB01255	C0034951	0
DB00648	C0023052	0
DB00588	C0079773	1
DB00810	C0242422	1
DB09418	C1269683	0
DB08814	C0040053	1
DB01089	C0334634	0
DB00588	C1394891	0
DB00842	C0272375	0
DB00720	C0023518	0
DB03085	C0149925	0
DB00945	C0149931	1
DB01050	C0231528	1
DB00231	C0020443	0
DB00214	C0022660	1
DB01243	C0001957	0
DB00787	C0311277	0
DB01220	C0022104	1
DB04855	C0004238	1
DB00983	C0004096	1
DB01076	C0038454	1
DB00415	C0155862	1
DB00898	C0031485	0
DB01427	C0175683	0
DB00152	C0042847	1
DB09272	C0024894	0
DB01235	C0021361	0
DB00869	C0028840	1
DB09279	C0010692	0
DB00209	C0878773	1
clebopride	C0020640	0
DB06216	C0005586	1
fludarabine-phosphate	C0040053	0
DB03793	C0162627	0
DB09166	C0037769	0
DB00636	C0020473	1
DB01021	C0376358	0
DB03255	C0018273	0
DB01440	C0020621	0
DB06439	C0014550	0
DB00866	C0002962	1
DB04846	C0020538	1
DB00877	C0751674	1
DB01070	C0033806	1
DB06264	C1260899	0
DB01057	C0017612	1
DB00544	C0346647	1
DB06663	C0001206	1
buflomedil	C0032787	0
DB01271	C0026705	1
DB13500	C0016057	0
DB00015	C0034885	0
DB00178	C0038454	1
DB00741	C0015397	1
DB00959	C0036508	1
DB01003	C0016470	1
DB00763	C0020550	1
DB06210	C0178416	0
DB01184	C0149725	0
DB00959	C0005138	1
DB00262	C0043459	0
DB12319	C0021361	0
DB00590	C0026896	0
DB04924	C0042963	1
DB01177	C0023467	1
DB00069	C0007134	1
DB00794	C0494475	1
DB00557	C0343065	1
DB06700	C0024899	0
DB00281	C0085612	1
DB00539	C0032463	0
DB01223	C0003578	1
hydrocortisone-phosphate	C0699791	0
DB00334	C1269683	1
DB08804	C1565489	1
DB01276	C1961835	0
DB09220	C0035455	0
DB00759	C0032285	1
ufenamate	C0028754	0
DB00290	C0085159	0
DB00063	C0268483	0
DB00590	C2937421	1
DB01065	C0456909	1
DB09047	C0010674	1
DB01425	C0027497	1
DB08932	C0030920	0
DB01199	C0024141	0
DB00030	C2931618	0
DB00794	C0948008	0
DB00015	C0040053	1
DB09018	C0007193	0
DB00350	C0020540	1
DB00007	C0014170	1
DB00588	C0004096	1
DB00584	C0018802	1
DB04953	C0011581	0
DB00695	C0025149	0
DB00783	C0025322	1
DB00819	C0017612	1
DB09418	C0919267	0
DB00629	C0020538	1
DB06774	C0011882	1
DB00999	C0018802	1
DB08899	C0376358	1
DB00813	C0004153	0
DB00598	C0917801	0
DB03904	C0011615	0
DB00719	C1704417	0
DB00472	C0032987	0
DB00579	C0026691	0
DB01164	C0085649	0
DB00619	C1960397	1
DB00716	C0004096	1
prednisolone-sodium-phosphate	C0175683	0
DB01039	C1458155	0
DB00653	C0039621	1
DB00206	C0020538	1
DB00065	C0015371	0
DB01003	C0004096	1
DB01592	C0026961	0
DB01436	C0020502	1
DB00637	C0268583	0
DB01197	C0020538	1
DB09283	C0010200	0
DB00399	C0035457	0
DB00415	C0037199	1
DB00126	C0023827	0
DB13179	C0017612	0
DB00969	C0034067	0
DB01017	C0031099	1
DB00038	C0023890	0
DB09097	C0027662	0
DB00588	C0014836	0
DB00795	C0003873	1
DB00738	C0282488	0
DB01077	C0003872	0
DB06714	C0028754	1
DB01109	C0012739	1
DB05015	C0008312	0
DB00573	C0039483	0
DB01057	C0017601	1
DB11792	C0242350	1
DB00107	C0887833	0
DB01025	C0004096	1
DB00635	C0026948	1
DB00162	C0022593	1
DB01006	C0017668	0
neridronic-acid	C0020615	0
DB00420	C0027424	1
DB11619	C0022073	0
DB00838	C0036508	1
DB08804	C0272375	1
DB01107	C0020476	0
DB09107	C0085413	0
haloperidol-decanoate	C0016470	0
DB00170	C0042345	1
DB09123	C0409818	0
DB09059	C0022876	1
DB01005	C0023518	1
DB00204	C0015672	0
DB01005	C1168401	1
DB06285	C0029458	1
DB00178	C0027686	0
DB01243	C0011991	1
DB08839	C0401151	0
DB00261	C0040053	1
estropipate	C0343065	0
DB00394	C0035455	1
DB01023	C0023487	0
DB00398	C2239176	1
DB01045	C0031190	0
DB01611	C0020474	0
DB01094	C0002792	0
DB11571	C0019080	1
DB06441	C0026998	0
DB06637	C0026769	1
DB01418	C0040038	1
DB06151	C0029442	0
DB00533	C0013390	1
DB00122	C0401151	0
DB00690	C0917801	1
DB06754	C0037299	0
DB11950	C0019618	0
DB00142	C0278996	0
DB00005	C0038013	1
DB00332	C0024117	1
DB00307	C0596263	1
DB00737	C0042963	1
DB01234	C0014335	1
DB12319	C0039483	0
DB00736	C0023418	0
DB00714	C0242350	1
DB00831	C0003467	1
DB01115	C0031154	0
DB00245	C0013384	1
DB08827	C0020473	1
DB01050	C0031046	1
DB09048	C0020540	0
DB04895	C0877792	0
DB00130	C0023465	0
DB00654	C0017612	1
DB09029	C0020546	0
DB00568	C0001973	0
DB00068	C0036920	1
DB13873	C0020443	1
DB00770	C0242350	1
DB06717	C0343065	0
DB11950	C0011849	1
DB00277	C0008677	1
DB00627	C0020443	1
cortisone	C0009324	1
DB00703	C0740394	0
DB08799	C0020517	1
DB01183	C0311277	0
DB08868	C0021364	0
DB01403	C0030590	0
DB01088	C0040053	1
DB00063	C0009404	0
DB01076	C0020538	1
DB11629	C0033581	0
DB00820	C0020542	1
DB06148	C0268596	0
DB00620	C0027726	1
DB12417	C0011849	1
DB00427	C0020517	1
DB01125	C0020626	0
DB01599	C0001627	0
DB07615	C0024143	0
DB00783	C0020619	1
DB07615	C2607914	1
DB06788	C0022116	0
DB00764	C0751122	0
DB00105	C0024305	1
DB00432	C0018834	0
DB00480	C0027662	0
DB00026	C2937421	0
DB00247	C0149931	1
DB00273	C0238111	1
DB01073	C0018924	0
DB00179	C0038379	0
DB01140	C0042029	1
DB06654	C0030567	1
DB03904	C0013595	1
DB00122	C0917801	1
DB00418	C0038220	1
DB00152	C0234533	0
DB01196	C0033578	1
DB00361	C0006267	0
DB01430	C0024117	1
methylprednisolone-aceponate	C1260899	0
DB01352	C0178416	0
DB00640	C0011854	0
DB00656	C0021603	1
DB06153	C0948896	0
DB01279	C0002170	0
DB00741	C0004096	1
DB02300	C0033860	1
DB08800	C0151686	0
DB00086	C0004352	0
DB00910	C0006105	0
DB05521	C0524910	1
DB00024	C0040136	1
DB00290	C0271623	0
DB00136	C0033860	1
DB06786	C0079773	1
DB00571	C0039240	1
DB00343	C0004238	1
DB11614	C0035455	0
DB13943	C0948896	1
DB09351	C0001430	0
DB00694	C4048328	0
DB01202	C0023869	0
DB01035	C0039240	1
DB00441	C1328407	0
DB00235	C0151723	0
DB01616	C0001206	0
DB01380	C0026769	1
DB01069	C0010930	0
DB00273	C0149931	1
DB00620	C0011615	1
DB00995	C0036341	0
DB00946	C0036341	0
DB13152	C0175683	0
DB01185	C0751865	0
DB00572	C0221032	0
DB00443	C0005138	1
DB00991	C0003873	1
DB00356	C0027121	1
DB06785	C0005684	0
DB00405	C2607914	1
DB00839	C0016470	0
DB00944	C0013595	0
DB01185	C0010417	1
DB00889	C0027497	1
DB00411	C0017612	1
DB00322	C0009404	1
DB00357	C0040261	0
DB00656	C0004604	0
DB00593	C0014544	1
DB01183	C0024301	0
DB00254	C0031099	1
DB01108	C0000744	0
DB08826	C0005283	1
DB00443	C0036830	1
DB01080	C0037763	1
DB00852	C0033117	1
DB11130	C0014356	1
DB01166	C0021775	1
DB00977	C0702166	1
DB01039	C0038160	0
DB05294	C0596263	0
DB01193	C0042510	1
DB00563	C0026948	1
DB00449	C0001973	0
DB00682	C0027051	1
DB01296	C0039841	0
DB00441	C0007131	1
DB00784	C0025323	1
DB00338	C0014868	1
DB00583	C0010072	0
DB00391	C0030920	1
cortisone	C0014733	0
DB00391	C0017168	1
DB01157	C0238111	0
DB00472	C0949116	0
pralidoxime-chloride	C0007786	0
DB00683	C0085631	1
DB00774	C0027726	1
DB01306	C0085682	0
DB00788	C0030193	1
DB12095	C0011644	0
DB00420	C0596263	0
DB00754	C1384600	0
DB00384	C0034067	0
DB00157	C1408258	0
DB00838	C0015230	1
DB00657	C2748055	0
DB00449	C0751434	0
DB00917	C0002390	0
DB05676	C0035335	0
DB00745	C0003128	0
DB00762	C0149925	1
DB00939	C1704417	0
DB01284	C0013428	0
DB01393	C0008312	0
DB00641	C0020443	1
DB00031	C3495559	0
DB01098	C0020473	1
DB00461	C0003128	0
DB06211	C0004096	0
DB01839	C0014859	0
DB08983	C0020443	1
DB12523	C0221032	0
DB00248	C0013384	1
DB00126	C0730345	0
DB12483	C0024301	1
DB00976	C0006271	1
DB00637	C0009763	1
DB00860	C0009324	1
DB06702	C0042023	1
DB00338	C0043515	1
DB06710	C0006142	1
