node	type
GO:1905895	biological_function
GO:2000381	biological_function
GO:2000543	biological_function
GO:1905906	biological_function
GO:1990000	biological_function
GO:1905907	biological_function
GO:1905908	biological_function
GO:1990034	biological_function
GO:1905913	biological_function
GO:1905929	biological_function
GO:1990001	biological_function
GO:1990051	biological_function
GO:1990108	biological_function
GO:1990117	biological_function
GO:1990166	biological_function
GO:1990173	biological_function
GO:1990180	biological_function
GO:1990253	biological_function
GO:1990258	biological_function
GO:1990349	biological_function
GO:1990403	biological_function
GO:1990410	biological_function
GO:1990414	biological_function
GO:1990426	biological_function
GO:1990428	biological_function
GO:1990440	biological_function
GO:1990441	biological_function
GO:1990451	biological_function
GO:1990535	biological_function
GO:1990569	biological_function
GO:1990573	biological_function
GO:1990575	biological_function
GO:1990579	biological_function
GO:1990592	biological_function
GO:1990613	biological_function
GO:1990641	biological_function
GO:1990700	biological_function
GO:1990743	biological_function
GO:1990786	biological_function
GO:1990809	biological_function
GO:1990869	biological_function
GO:1990938	biological_function
GO:1990966	biological_function
GO:1990967	biological_function
GO:2000002	biological_function
GO:2000003	biological_function
GO:2000005	biological_function
GO:2000007	biological_function
GO:2000008	biological_function
GO:2000009	biological_function
GO:2000010	biological_function
GO:2000016	biological_function
GO:2000017	biological_function
GO:2000019	biological_function
GO:2000020	biological_function
GO:2000048	biological_function
GO:2000049	biological_function
GO:2000051	biological_function
GO:2000052	biological_function
GO:2000054	biological_function
GO:2000055	biological_function
GO:2000057	biological_function
GO:2000058	biological_function
GO:2000059	biological_function
GO:2000060	biological_function
GO:2000064	biological_function
GO:2000065	biological_function
GO:2000066	biological_function
GO:2000074	biological_function
GO:2000080	biological_function
GO:2000096	biological_function
GO:2000097	biological_function
GO:2000098	biological_function
GO:2000110	biological_function
GO:2000118	biological_function
GO:2000119	biological_function
GO:2000137	biological_function
GO:2000156	biological_function
GO:2000157	biological_function
GO:2000158	biological_function
GO:2000172	biological_function
GO:2000178	biological_function
GO:2000182	biological_function
GO:2000188	biological_function
GO:2000189	biological_function
GO:2000208	biological_function
GO:2000209	biological_function
GO:2000210	biological_function
GO:2000212	biological_function
GO:2000224	biological_function
GO:2000225	biological_function
GO:2000234	biological_function
GO:2000249	biological_function
GO:2000251	biological_function
GO:2000252	biological_function
GO:2000269	biological_function
GO:2000270	biological_function
GO:2000271	biological_function
GO:2000286	biological_function
GO:2000296	biological_function
GO:2000300	biological_function
GO:2000304	biological_function
GO:2000309	biological_function
GO:2000310	biological_function
GO:2000311	biological_function
GO:2000313	biological_function
GO:2000320	biological_function
GO:2000323	biological_function
GO:2000327	biological_function
GO:2000331	biological_function
GO:2000334	biological_function
GO:2000342	biological_function
GO:2000344	biological_function
GO:2000347	biological_function
GO:2000348	biological_function
GO:2000349	biological_function
GO:2000350	biological_function
GO:2000352	biological_function
GO:2000353	biological_function
GO:2000359	biological_function
GO:2000366	biological_function
GO:2000373	biological_function
GO:2000391	biological_function
GO:2000392	biological_function
GO:2000393	biological_function
GO:2000394	biological_function
GO:2000405	biological_function
GO:2000417	biological_function
GO:2000420	biological_function
GO:2000424	biological_function
GO:2000426	biological_function
GO:2000427	biological_function
GO:2000435	biological_function
GO:2000458	biological_function
GO:2000463	biological_function
GO:2000464	biological_function
GO:2000473	biological_function
GO:2000479	biological_function
GO:2000480	biological_function
GO:2000481	biological_function
GO:2000482	biological_function
GO:2000483	biological_function
GO:2000484	biological_function
GO:2000491	biological_function
GO:2000502	biological_function
GO:2000503	biological_function
GO:2000504	biological_function
GO:2000507	biological_function
GO:2000510	biological_function
GO:2000529	biological_function
GO:2000534	biological_function
GO:2000535	biological_function
GO:2000536	biological_function
GO:2000544	biological_function
GO:2000545	biological_function
GO:2001027	biological_function
GO:2000546	biological_function
GO:2000552	biological_function
GO:2000562	biological_function
GO:2000563	biological_function
GO:2000566	biological_function
GO:2000588	biological_function
GO:2000601	biological_function
GO:2000611	biological_function
GO:2000612	biological_function
GO:2000617	biological_function
GO:2000619	biological_function
GO:2000620	biological_function
GO:2000623	biological_function
GO:2000627	biological_function
GO:2000630	biological_function
GO:2000641	biological_function
GO:2000642	biological_function
GO:2000643	biological_function
GO:2000650	biological_function
GO:2000655	biological_function
GO:2000659	biological_function
GO:2000660	biological_function
GO:2000663	biological_function
GO:2000664	biological_function
GO:2000666	biological_function
GO:2000667	biological_function
GO:2000669	biological_function
GO:2000675	biological_function
GO:2000683	biological_function
GO:2000685	biological_function
GO:2000691	biological_function
GO:2000719	biological_function
GO:2000721	biological_function
GO:2000739	biological_function
GO:2000740	biological_function
GO:2000741	biological_function
GO:2000753	biological_function
GO:2000755	biological_function
GO:2000761	biological_function
GO:2000766	biological_function
GO:2000768	biological_function
GO:2000772	biological_function
GO:2000773	biological_function
GO:2000774	biological_function
GO:2000777	biological_function
GO:2000778	biological_function
GO:2000781	biological_function
GO:2000786	biological_function
GO:2000793	biological_function
GO:2000798	biological_function
GO:2000806	biological_function
GO:2000811	biological_function
GO:2000820	biological_function
GO:2000822	biological_function
GO:2000824	biological_function
GO:2000825	biological_function
GO:2000836	biological_function
GO:2000866	biological_function
GO:2000870	biological_function
GO:2000969	biological_function
GO:2000974	biological_function
GO:2000984	biological_function
GO:2001014	biological_function
GO:2001015	biological_function
GO:2001016	biological_function
GO:2001031	biological_function
GO:2001032	biological_function
GO:2001033	biological_function
GO:2001044	biological_function
GO:2001046	biological_function
GO:2001107	biological_function
GO:2001108	biological_function
GO:2001113	biological_function
GO:2001135	biological_function
GO:2001136	biological_function
GO:2001137	biological_function
GO:2001170	biological_function
GO:2001171	biological_function
GO:2001178	biological_function
GO:2001180	biological_function
GO:2001181	biological_function
GO:2001182	biological_function
GO:2001183	biological_function
GO:2001184	biological_function
GO:2001186	biological_function
GO:2001189	biological_function
GO:2001193	biological_function
GO:2001199	biological_function
GO:2001200	biological_function
GO:2001202	biological_function
GO:2001205	biological_function
GO:2001212	biological_function
GO:2001213	biological_function
GO:2001214	biological_function
GO:2001222	biological_function
GO:2001224	biological_function
GO:2001226	biological_function
GO:2001240	biological_function
GO:2001241	biological_function
GO:2001247	biological_function
GO:2001256	biological_function
GO:2001264	biological_function
GO:2001268	biological_function
GO:2001269	biological_function
GO:2001271	biological_function
GO:2001272	biological_function
GO:2001275	biological_function
GO:2001286	biological_function
GO:2001294	biological_function
GO:2001303	biological_function
GO:2001306	biological_function
GO:0000003	biological_function
GO:0008150	biological_function
GO:0051052	biological_function
GO:0019219	biological_function
GO:0060255	biological_function
GO:0022613	biological_function
GO:0071826	biological_function
GO:0034622	biological_function
GO:0000041	biological_function
GO:0022607	biological_function
GO:0007033	biological_function
GO:1901566	biological_function
GO:1901564	biological_function
GO:1901576	biological_function
GO:0044271	biological_function
GO:0071941	biological_function
GO:0044281	biological_function
GO:1901605	biological_function
GO:0072350	biological_function
